Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,148.70,276745,98.40,4104,83.80
astar,true,157.44,278759,99.11,4104,73.66
bfs,true,111.09,276746,98.40,4104,118.20
dfs,true,70.65,177133,62.98,4104,94.01
wallFollower,true,72.41,212140,75.43,4104,80.06
dijkstra,false,170.53,283114,98.32,3261,86.57
astar,false,168.54,285792,99.25,3261,87.27
bfs,false,127.70,283111,98.32,3261,157.57
dfs,false,62.60,125906,43.73,6825,85.85
wallFollower,false,90.07,314334,109.17,21849,125.40
