Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1688.44,2166182,98.24,12431,821.89
astar,true,1556.43,2176408,98.70,12431,718.83
bfs,true,1101.36,2166179,98.24,12431,1312.80
dfs,true,387.93,845413,38.34,12431,558.24
wallFollower,true,792.24,2730423,123.83,12431,1225.37
dijkstra,false,1846.69,2223633,98.50,9872,624.67
astar,false,1585.49,2240635,99.26,9872,973.89
bfs,false,1066.43,2223633,98.50,9872,1024.37
dfs,false,681.20,1530259,67.79,27758,1021.45
wallFollower,false,673.04,2139997,94.80,170462,993.56
