Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,373.79,593887,98.16,5936,190.91
astar,true,358.52,597062,98.69,5936,289.65
bfs,true,254.95,593889,98.16,5936,304.84
dfs,true,145.55,350155,57.88,5936,219.68
wallFollower,true,150.83,515270,85.17,5936,260.99
dijkstra,false,391.20,609251,98.37,5013,135.57
astar,false,359.04,614112,99.16,5013,180.98
bfs,false,237.96,609253,98.37,5013,290.07
dfs,false,118.82,257199,41.53,11316,188.96
wallFollower,false,165.81,579776,93.61,47745,254.23
