Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1140.12,1590226,98.16,10565,388.03
astar,true,1045.06,1598150,98.65,10565,517.41
bfs,true,716.96,1590228,98.16,10565,962.17
dfs,true,374.05,969882,59.87,10565,595.59
wallFollower,true,363.70,1310527,80.90,10565,694.53
dijkstra,false,1198.55,1637519,98.73,8766,649.38
astar,false,1047.08,1648986,99.43,8766,647.18
bfs,false,729.02,1637518,98.73,8766,942.13
dfs,false,314.42,787774,47.50,18181,627.30
wallFollower,false,446.76,1471418,88.72,128811,790.30
