Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1892.66,3549380,99.28,46846,N/A,1026.49
astar,true,3936.29,3549304,99.28,46846,N/A,1569.42
bfs,true,1296.55,3549379,99.28,46846,N/A,1694.99
dfs,true,617.71,1861319,52.06,46846,N/A,1148.07
wallFollower,true,1124.49,2446461,68.43,46846,N/A,1500.16
dijkstra,false,4187.53,3913739,99.97,6345,0,1264.68
astar,false,5219.22,3913667,99.96,6346,1,832.69
bfs,false,1162.12,3913738,99.97,6345,0,1436.46
dfs,false,395.43,1014654,25.92,115233,108888,669.20
wallFollower,false,423.42,846883,21.63,31786,25441,358.80
