Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1614.61,2999507,98.01,41544,N/A,1260.52
astar,true,3211.64,2999332,98.01,41544,N/A,1294.05
bfs,true,1110.53,2999508,98.01,41544,N/A,1454.42
dfs,true,458.82,1462713,47.80,41544,N/A,973.38
wallFollower,true,1287.53,3095588,101.15,41544,N/A,1494.86
dijkstra,false,3334.78,3350006,99.97,5886,0,690.47
astar,false,4073.19,3349962,99.97,5887,1,890.70
bfs,false,887.54,3350007,99.97,5886,0,1447.89
dfs,false,207.77,561681,16.76,117111,111225,386.98
wallFollower,false,51.92,74737,2.23,29636,23750,319.72
