Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,254.36,509596,97.20,14437,N/A,258.29
astar,true,476.38,509454,97.17,14437,N/A,191.07
bfs,true,184.15,509594,97.20,14437,N/A,273.27
dfs,true,91.21,278576,53.13,14437,N/A,184.96
wallFollower,true,276.27,683612,130.39,14437,N/A,203.96
dijkstra,false,352.78,573732,99.96,2458,0,204.02
astar,false,536.78,573664,99.95,2458,0,132.52
bfs,false,134.43,573732,99.96,2458,0,245.17
dfs,false,33.07,47145,8.21,25470,23012,53.32
wallFollower,false,27.38,30550,5.32,11890,9432,67.75
