Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,8007.26,11649260,93.19,52582,4196.27
astar,true,8577.55,12039762,96.32,52582,4273.60
bfs,true,4257.73,11649273,93.19,52582,6644.14
dfs,true,1711.96,5271488,42.17,52582,2607.15
wallFollower,true,4974.14,12241104,97.93,52582,4447.92
dijkstra,false,23512.66,13077960,95.54,8378,3539.16
astar,false,16073.65,9088287,66.40,8448,3218.64
bfs,false,4820.47,13078348,95.54,8378,5776.40
dfs,false,1373.26,4637948,33.88,751554,2493.84
wallFollower,false,1152.79,2861522,20.91,63344,1719.92
