Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,10237.64,9702273,97.99,29817,2041.83
astar,true,8515.51,9736956,98.34,29817,2775.85
bfs,true,5777.78,9702284,97.99,29817,4896.79
dfs,true,1692.94,3951210,39.91,29817,2226.75
wallFollower,true,3408.57,11929202,120.48,29817,4290.59
dijkstra,false,11541.06,10016279,98.81,24712,3013.96
astar,false,8870.38,10083764,99.48,24712,2541.98
bfs,false,5710.95,10016272,98.81,24712,3819.71
dfs,false,2420.01,5295820,52.24,101963,3028.87
wallFollower,false,3154.88,9367045,92.41,687919,3382.31
