Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,8177.458,4855799,63.85,24808,3619.31
astar,true,17563.811,7474387,98.28,24808,2300.53
bfs,true,5748.036,7443202,97.87,24808,4742.20
dfs,true,2083.720,4071675,53.54,24808,3599.87
wallFollower,true,2329.114,7089551,93.22,24808,3878.17
dijkstra,false,10191.271,4504142,57.85,37517,6326.63
astar,false,28022.499,7672321,98.54,19909,5901.65
bfs,false,7495.070,7654018,98.31,19909,7151.70
dfs,false,2237.958,4622497,59.37,52257,4043.87
wallFollower,false,3241.027,7698146,98.87,574171,5291.82
