Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1758.46,3267079,98.62,44211,N/A,1519.38
astar,true,3544.89,3266919,98.62,44211,N/A,1246.82
bfs,true,1227.57,3267072,98.62,44211,N/A,1722.92
dfs,true,578.55,1891713,57.10,44211,N/A,1260.62
wallFollower,true,1604.89,4029086,121.62,44211,N/A,1847.53
dijkstra,false,3721.23,3626235,99.97,6129,0,820.16
astar,false,4661.21,3626197,99.97,6130,1,1119.35
bfs,false,967.49,3626234,99.97,6129,0,1472.47
dfs,false,196.51,300303,8.28,144194,138065,447.28
wallFollower,false,371.98,789698,21.77,32040,25911,585.40
