Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2003.21,3731145,98.67,47833,N/A,1480.56
astar,true,4237.24,3730999,98.67,47833,N/A,1254.83
bfs,true,1233.77,3731148,98.68,47833,N/A,2154.44
dfs,true,527.67,1417342,37.48,47833,N/A,1059.98
wallFollower,true,1569.83,3807466,100.69,47833,N/A,1447.47
dijkstra,false,4460.37,4139020,99.97,6529,0,1103.62
astar,false,5530.87,4138992,99.97,6529,0,685.46
bfs,false,1172.02,4139019,99.97,6529,0,1555.57
dfs,false,134.43,287345,6.94,144676,138147,261.31
wallFollower,false,650.16,1713635,41.39,35133,28604,671.85
