Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1502.93,2059730,98.02,12287,833.86
astar,true,1367.83,2069100,98.47,12287,799.34
bfs,true,967.14,2059737,98.02,12287,866.52
dfs,true,473.46,1155613,55.00,12287,693.32
wallFollower,true,590.65,1902306,90.53,12287,904.47
dijkstra,false,1613.14,2120973,98.60,9942,1054.83
astar,false,1425.00,2137761,99.38,9942,977.88
bfs,false,968.58,2120982,98.60,9942,1060.06
dfs,false,299.47,639571,29.73,29038,647.49
wallFollower,false,546.20,1864034,86.65,158586,1104.56
