Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1941.42,3369109,92.43,25554,1621.55
astar,true,2197.52,3516472,96.47,25554,1735.19
bfs,true,1234.26,3369123,92.43,25554,1701.86
dfs,true,272.79,976681,26.80,25554,706.35
wallFollower,true,1783.23,4847867,133.00,25554,1889.21
dijkstra,false,4357.31,3792331,95.02,4537,1252.05
astar,false,3124.01,2652440,66.46,4601,1251.73
bfs,false,1176.32,3792417,95.02,4537,1417.91
dfs,false,449.20,1337964,33.52,222033,841.93
wallFollower,false,374.77,866652,21.72,34901,542.44
