Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,197.12,416137,97.48,12691,N/A,191.35
astar,true,361.62,416028,97.46,12691,N/A,174.70
bfs,true,154.46,416138,97.48,12691,N/A,206.43
dfs,true,66.16,240568,56.35,12691,N/A,153.04
wallFollower,true,199.25,482588,113.05,12691,N/A,217.20
dijkstra,false,284.76,467171,99.96,2229,0,111.33
astar,false,439.49,467117,99.95,2230,1,111.14
bfs,false,119.80,467171,99.96,2229,0,183.17
dfs,false,46.64,113892,24.37,34839,32610,84.38
wallFollower,false,26.46,30632,6.55,11683,9454,63.68
