Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,79.48,174990,97.22,7043,N/A,83.78
astar,true,140.06,174812,97.12,7043,N/A,59.34
bfs,true,62.75,174991,97.22,7043,N/A,90.40
dfs,true,32.29,93781,52.10,7043,N/A,52.95
wallFollower,true,75.18,164581,91.43,7043,N/A,77.41
dijkstra,false,106.00,196896,99.95,1446,0,89.90
astar,false,162.29,196859,99.93,1447,1,36.27
bfs,false,53.80,196897,99.95,1446,0,78.90
dfs,false,13.11,20367,10.34,11155,9709,16.10
wallFollower,false,44.29,90361,45.86,6874,5428,43.80
