Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,821.76,1643605,98.80,28821,N/A,759.09
astar,true,1629.49,1643502,98.80,28821,N/A,522.86
bfs,true,564.30,1643607,98.80,28821,N/A,798.43
dfs,true,255.54,743662,44.70,28821,N/A,465.94
wallFollower,true,689.69,1596842,95.99,28821,N/A,563.54
dijkstra,false,1497.61,1820839,99.97,4351,0,499.99
astar,false,2059.59,1820802,99.96,4352,1,552.44
bfs,false,454.89,1820840,99.97,4351,0,685.72
dfs,false,55.60,139912,7.68,68972,64621,149.64
wallFollower,false,178.67,407451,22.37,21231,16880,226.68
