Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3231.46,3840773,97.98,17586,1143.56
astar,true,2872.23,3859041,98.44,17586,1371.37
bfs,true,1989.33,3840772,97.98,17586,2056.87
dfs,true,825.86,2084247,53.17,17586,1343.23
wallFollower,true,1054.16,3688126,94.08,17586,1781.17
dijkstra,false,3657.18,3961727,98.72,14016,1365.94
astar,false,2996.74,3990565,99.44,14016,1244.01
bfs,false,2103.94,3961730,98.72,14016,1836.66
dfs,false,915.09,2157468,53.76,30349,1304.21
wallFollower,false,1282.66,3857655,96.12,309661,1871.63
