Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2447.69,4390634,99.28,53713,N/A,1668.44
astar,true,5063.96,4390545,99.28,53713,N/A,1700.27
bfs,true,1563.42,4390641,99.28,53713,N/A,2551.06
dfs,true,684.84,2052975,46.42,53713,N/A,1240.90
wallFollower,true,1882.67,4466701,101.00,53713,N/A,1610.18
dijkstra,false,5441.80,4841071,99.97,7046,0,1356.63
astar,false,6465.98,4841020,99.97,7047,1,845.05
bfs,false,1368.32,4841071,99.97,7046,0,1830.92
dfs,false,233.39,803533,16.59,184186,177140,553.50
wallFollower,false,431.53,1043159,21.54,35963,28917,575.71
