Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1.18,2344,85.64,526,N/A,1.13
astar,true,1.35,1299,47.47,526,N/A,1.22
bfs,true,1.21,2345,85.67,526,N/A,1.05
dfs,true,1.07,1421,51.92,526,N/A,0.77
wallFollower,true,1.52,3058,111.73,526,N/A,1.42
dijkstra,false,1.56,2935,98.29,177,0,1.02
astar,false,0.92,312,10.46,216,39,0.55
bfs,false,1.21,2935,98.30,177,0,0.71
dfs,false,1.00,735,24.63,493,316,0.54
wallFollower,false,1.38,1991,66.66,482,305,0.51
