Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3155.30,5460406,98.84,57357,N/A,2326.77
astar,true,6315.75,5460264,98.84,57357,N/A,2762.87
bfs,true,2146.94,5460405,98.84,57357,N/A,2808.99
dfs,true,803.76,2710287,49.06,57357,N/A,1811.69
wallFollower,true,2281.68,5565452,100.74,57357,N/A,2802.89
dijkstra,false,7341.51,6047855,99.97,7880,0,1617.71
astar,false,8228.00,6047784,99.97,7880,0,1585.61
bfs,false,1781.26,6047853,99.97,7880,0,2137.28
dfs,false,345.84,908293,15.01,181910,174030,744.76
wallFollower,false,520.66,1298173,21.46,43958,36078,751.05
