Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6788.38,9694753,92.68,47802,3701.24
astar,true,7209.20,10188208,97.39,47802,3759.58
bfs,true,3798.65,9694730,92.68,47802,4152.92
dfs,true,1528.94,5404318,51.66,47802,3019.60
wallFollower,true,4828.51,11645262,111.32,47802,4448.26
dijkstra,false,18242.38,10909441,95.24,7648,3626.53
astar,false,9698.94,5672016,49.52,7737,4520.51
bfs,false,4142.60,10909271,95.24,7648,3912.36
dfs,false,1481.99,4894170,42.73,680480,2757.64
wallFollower,false,996.72,2400747,20.96,54866,1230.69
