Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,395.98,785037,96.73,17799,N/A,317.28
astar,true,728.82,784810,96.71,17799,N/A,336.83
bfs,true,295.59,785029,96.73,17799,N/A,435.78
dfs,true,133.29,438185,53.99,17799,N/A,286.85
wallFollower,true,357.06,862253,106.25,17799,N/A,348.20
dijkstra,false,625.69,888301,99.96,3032,0,280.09
astar,false,917.55,888261,99.96,3033,1,239.51
bfs,false,225.88,888301,99.96,3032,0,360.13
dfs,false,51.24,81481,9.17,41753,38721,79.47
wallFollower,false,163.35,379433,42.70,14940,11908,171.75
