Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1033.22,2020730,98.65,32581,N/A,942.74
astar,true,2167.85,2020573,98.65,32581,N/A,566.38
bfs,true,678.67,2020734,98.65,32581,N/A,1027.47
dfs,true,388.20,1181052,57.66,32581,N/A,788.63
wallFollower,true,898.47,2169171,105.90,32581,N/A,863.64
dijkstra,false,2052.80,2242088,99.97,4819,0,447.50
astar,false,2710.66,2242046,99.96,4820,1,609.49
bfs,false,639.00,2242088,99.97,4819,0,851.85
dfs,false,99.86,156964,7.00,78805,73986,163.10
wallFollower,false,528.20,1372201,61.18,24460,19641,594.75
