Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2942.88,5091584,99.45,58687,N/A,1604.01
astar,true,5832.21,5091496,99.44,58687,N/A,2150.50
bfs,true,1926.02,5091584,99.45,58687,N/A,2419.47
dfs,true,912.65,3048068,59.53,58687,N/A,1869.23
wallFollower,true,2003.87,4554577,88.96,58687,N/A,2574.09
dijkstra,false,6732.60,5604800,99.97,7607,0,1318.44
astar,false,7750.65,5604762,99.97,7607,0,1475.89
bfs,false,1707.31,5604800,99.97,7607,0,2167.62
dfs,false,424.23,937341,16.72,195791,188184,744.82
wallFollower,false,963.13,2306696,41.14,39424,31817,873.71
