Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1767.428,734194,38.62,11811,1752.97
astar,true,5093.272,1861224,97.89,11811,1152.66
bfs,true,2125.044,1871212,98.42,11811,1779.27
dfs,true,889.157,839067,44.13,11811,1364.27
wallFollower,true,1723.919,2135691,112.33,11811,1676.11
dijkstra,false,3641.749,1282612,65.90,16779,2305.29
astar,false,7281.375,1906753,97.96,9142,1975.54
bfs,false,2535.852,1919358,98.61,9142,2444.57
dfs,false,920.105,758451,38.97,21058,1161.28
wallFollower,false,1681.508,1807648,92.87,142092,1940.79
