Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1289.064,571544,50.80,8469,762.67
astar,true,2890.617,1095930,97.42,8469,559.50
bfs,true,1211.406,1104950,98.22,8469,898.45
dfs,true,554.066,505435,44.93,8469,815.27
wallFollower,true,1012.630,1247436,110.88,8469,987.19
dijkstra,false,1463.257,547355,47.52,13770,1180.48
astar,false,4070.658,1129085,98.03,7245,1124.83
bfs,false,1486.272,1135132,98.56,7245,1321.46
dfs,false,631.791,567021,49.23,17802,886.81
wallFollower,false,1256.977,1256955,109.13,84805,1201.07
