Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,123.41,486373,97.27,10945,255.55
astar,true,123.22,490614,98.12,10945,249.33
bfs,true,97.07,486376,97.28,10945,203.56
dfs,true,35.25,213884,42.78,10945,183.78
wallFollower,true,66.62,582758,116.55,10945,191.59
dijkstra,false,169.72,547148,99.96,2401,236.94
astar,false,130.13,557078,101.77,2403,254.54
bfs,false,88.57,547148,99.96,2401,204.68
dfs,false,36.60,201483,36.80,14123,167.97
wallFollower,false,87.01,589975,107.78,160272,216.72
