Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2534.33,7755793,99.42,60079,3617.67
astar,true,2338.25,7764133,99.52,60079,3491.82
bfs,true,1685.96,7755793,99.42,60079,2850.51
dfs,true,650.83,3845238,49.29,60079,2590.70
wallFollower,true,979.28,7972071,102.19,60079,2976.71
dijkstra,false,4630.13,8539678,99.96,9354,3788.89
astar,false,2523.99,8695237,101.79,9354,3419.79
bfs,false,1613.05,8539678,99.96,9354,3276.91
dfs,false,476.21,2224527,26.04,47439,1777.15
wallFollower,false,1408.70,9087152,106.37,2494614,3260.06
