Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1956.04,6193106,99.74,52604,2723.90
astar,true,1774.31,6195730,99.78,52604,2511.34
bfs,true,1309.50,6193109,99.74,52604,1869.48
dfs,true,457.95,2908226,46.84,52604,2258.91
wallFollower,true,750.41,6654030,107.16,52604,2234.00
dijkstra,false,3439.21,6797192,99.96,8376,3327.71
astar,false,1930.17,6921076,101.79,8379,3662.17
bfs,false,1276.69,6797193,99.96,8376,2931.73
dfs,false,531.48,2801205,41.20,47195,1957.18
wallFollower,false,1128.08,7272484,106.95,1980379,3273.99
