Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1485.24,4778760,99.45,42565,2341.69
astar,true,1356.04,4786326,99.61,42565,2255.08
bfs,true,1008.64,4778762,99.45,42565,1640.96
dfs,true,335.08,1988192,41.38,42565,1546.86
wallFollower,true,648.11,5674098,118.09,42565,1898.52
dijkstra,false,2520.10,5259726,99.96,7362,1711.06
astar,false,1465.57,5356026,101.79,7363,1654.76
bfs,false,946.12,5259727,99.96,7362,2462.98
dfs,false,404.14,2099249,39.90,36965,1504.46
wallFollower,false,821.99,5550770,105.49,1524165,2246.50
