Algorithm,SinglePath,Time,VisitedNodes,VisitedPercentage,PathLength,MemoryUsed
dijkstra,true,6.0309,894,71.58,205,0.80
astar,true,4.4527,750.1,60.06,205,1.12
bfs,true,2.3086,894.2,71.59,205,1.18
dfs,true,2.2018,833.8,66.76,205,1.34
wallFollower,true,1.7915,840.8,67.32,205,0.61
dijkstra,false,7.1113,1068.4,83.69,197.6,0.76
astar,false,6.6835,964.7,75.56,197.8,0.30
bfs,false,2.3333,1068,83.66,197.6,1.44
dfs,false,2.0713,713.6,55.89,286,1.10
wallFollower,false,3.7676,1479.8,115.90,269.8,0.42
