Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,357.79,1260982,98.51,19231,604.51
astar,true,340.50,1268403,99.09,19231,573.74
bfs,true,264.03,1260988,98.51,19231,532.08
dfs,true,88.75,496993,38.83,19231,362.17
wallFollower,true,179.89,1585048,123.83,19231,468.15
dijkstra,false,505.45,1400851,99.96,3821,602.10
astar,false,354.92,1426395,101.78,3823,666.99
bfs,false,242.11,1400852,99.96,3821,626.10
dfs,false,103.43,521895,37.24,18541,422.74
wallFollower,false,224.48,1483112,105.83,405930,573.07
