Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,53.85,223310,98.32,6821,99.10
astar,true,52.99,224905,99.02,6821,95.93
bfs,true,43.87,223313,98.32,6821,80.95
dfs,true,17.66,101026,44.48,6821,82.99
wallFollower,true,29.02,258830,113.95,6821,113.71
dijkstra,false,68.51,248510,99.95,1624,105.75
astar,false,54.24,253135,101.81,1627,105.82
bfs,false,38.82,248511,99.95,1624,86.64
dfs,false,11.78,61176,24.60,7359,59.05
wallFollower,false,36.94,270127,108.65,71634,104.29
