Algorithm,SinglePath,Time,VisitedNodes,VisitedPercentage,PathLength,MemoryUsed
dijkstra,true,4.7567,568,71.09,205,1.32
astar,true,5.4667,529,66.21,205,0.93
bfs,true,3.0628,569,71.21,205,0.41
dfs,true,2.1426,236,29.54,205,0.55
wallFollower,true,3.6663,1212,151.69,205,0.49
dijkstra,false,7.4428,648,79.50,115,0.50
astar,false,3.0900,484.5,59.45,115,0.57
bfs,false,2.4171,649,79.62,115,0.82
dfs,false,1.6157,331,40.63,143,0.27
wallFollower,false,4.7529,911,111.78,247,0.56
