Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,694.94,2340193,99.03,28123,685.39
astar,true,655.17,2347867,99.35,28123,608.00
bfs,true,491.48,2340194,99.03,28123,745.38
dfs,true,183.39,1128763,47.77,28123,688.52
wallFollower,true,277.16,2496853,105.66,28123,966.91
dijkstra,false,1022.71,2586498,99.96,5162,1176.03
astar,false,640.55,2633570,101.78,5164,1095.72
bfs,false,420.16,2586498,99.96,5162,1097.93
dfs,false,157.29,845903,32.69,23690,715.54
wallFollower,false,407.58,2779368,107.42,742772,1158.96
