Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1.90,146,50.87,77,0.00
astar,true,1.22,150,52.26,77,1.30
bfs,true,0.93,146,50.87,77,0.70
dfs,true,0.16,177,61.67,77,0.09
wallFollower,true,1.70,240,83.62,77,0.92
dijkstra,false,1.30,268,86.73,61,1.21
astar,false,1.08,229,74.11,61,1.24
bfs,false,1.30,264,85.44,61,1.19
dfs,false,1.05,244,78.96,69,0.36
wallFollower,false,1.14,356,115.21,109,1.26
