Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5874.954,2268434,57.87,16701,2734.25
astar,true,11541.899,3800207,96.94,16701,1880.76
bfs,true,4846.764,3827542,97.64,16701,3298.36
dfs,true,2166.245,1562676,39.86,16701,1891.20
wallFollower,true,4951.320,4731170,120.69,16701,2695.23
dijkstra,false,5870.511,2219680,55.31,23574,2887.49
astar,false,12974.410,3940274,98.18,14343,2302.10
bfs,false,5128.474,3953294,98.51,14343,2394.64
dfs,false,1865.354,1412109,35.19,38902,1859.19
wallFollower,false,4661.466,4341929,108.19,300225,3213.76
