Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,9.31,40817,90.71,2604,10.92
astar,true,10.34,42357,94.13,2604,8.38
bfs,true,8.60,40818,90.71,2604,15.38
dfs,true,4.61,25743,57.21,2604,10.93
wallFollower,true,5.64,41078,91.29,2604,10.57
dijkstra,false,12.51,49151,99.86,719,13.37
astar,false,11.64,50082,101.75,719,12.40
bfs,false,9.03,49150,99.86,719,16.60
dfs,false,3.39,15909,32.34,2846,10.31
wallFollower,false,7.62,53136,107.95,13859,21.07
