Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,0.482,86,43.22,45,0.12
astar,true,0.475,109,54.77,45,0.13
bfs,true,0.967,145,72.86,45,0.24
dfs,true,0.596,45,22.61,45,0.19
wallFollower,true,0.842,344,172.86,45,0.30
dijkstra,false,0.888,165,80.88,65,0.31
astar,false,0.877,166,81.37,65,0.32
bfs,false,0.992,176,86.27,65,0.26
dfs,false,1.078,138,67.65,101,0.14
wallFollower,false,0.758,230,112.75,107,0.34
