Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,409.20,1434158,99.25,21132,658.10
astar,true,392.61,1438099,99.52,21132,614.08
bfs,true,300.52,1434162,99.25,21132,550.30
dfs,true,111.20,668606,46.27,21132,531.43
wallFollower,true,181.12,1572906,108.85,21132,707.21
dijkstra,false,577.51,1581512,99.96,4050,794.98
astar,false,392.02,1610278,101.78,4051,748.08
bfs,false,263.61,1581512,99.96,4050,578.40
dfs,false,77.11,410108,25.92,19919,406.93
wallFollower,false,255.18,1693471,107.04,457531,585.57
