Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2003.37,6272927,99.55,54557,1968.76
astar,true,1845.48,6281182,99.68,54557,1786.40
bfs,true,1322.37,6272933,99.55,54557,1977.60
dfs,true,516.07,3203513,50.84,54557,1580.62
wallFollower,true,691.70,6249382,99.18,54557,1757.53
dijkstra,false,3508.72,6897648,99.96,8448,3055.85
astar,false,1953.76,7023380,101.79,8449,3003.83
bfs,false,1242.30,6897649,99.96,8448,2974.87
dfs,false,456.75,2371290,34.37,44531,1344.31
wallFollower,false,1097.89,7301355,105.81,2009241,2691.48
