Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,296.58,1078076,99.24,18663,441.74
astar,true,284.94,1081306,99.54,18663,436.43
bfs,true,218.16,1078079,99.24,18663,425.22
dfs,true,76.04,463022,42.62,18663,294.19
wallFollower,true,141.38,1265222,116.47,18663,435.92
dijkstra,false,415.13,1188942,99.96,3521,550.64
astar,false,294.43,1210685,101.79,3521,541.18
bfs,false,200.70,1188941,99.96,3521,520.95
dfs,false,111.46,602093,50.62,16577,403.76
wallFollower,false,186.94,1261719,106.08,346697,493.47
