Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2163.99,6638430,99.66,54700,2361.58
astar,true,2027.23,6642766,99.72,54700,2619.91
bfs,true,1459.17,6638432,99.66,54700,2554.11
dfs,true,516.12,3181571,47.76,54700,2024.09
wallFollower,true,780.88,7013356,105.29,54700,2047.60
dijkstra,false,3719.47,7292154,99.97,8680,3516.99
astar,false,2024.27,7424849,101.78,8682,3134.52
bfs,false,1316.58,7292154,99.97,8680,2968.83
dfs,false,488.55,2484578,34.06,46104,2494.61
wallFollower,false,1137.32,7747066,106.20,2114914,2499.42
