Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,0.62,25,51.02,17,0.71
astar,true,0.52,38,77.55,17,0.29
bfs,true,0.39,25,51.02,17,0.03
dfs,true,0.45,17,34.69,17,0.50
wallFollower,true,0.53,64,130.61,17,0.27
dijkstra,false,0.74,51,94.44,17,0.37
astar,false,0.68,47,87.04,17,0.29
bfs,false,0.83,50,92.59,17,0.39
dfs,false,0.84,25,46.30,25,0.39
wallFollower,false,0.59,56,103.70,43,0.04
