Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,331.33,1192672,99.29,18773,389.88
astar,true,317.76,1194764,99.46,18773,338.52
bfs,true,243.01,1192673,99.29,18773,436.04
dfs,true,99.85,634938,52.86,18773,448.83
wallFollower,true,131.41,1151328,95.84,18773,531.81
dijkstra,false,459.72,1314658,99.96,3697,547.95
astar,false,315.49,1338664,101.79,3698,532.41
bfs,false,214.93,1314659,99.96,3697,355.71
dfs,false,44.76,235574,17.91,18801,248.18
wallFollower,false,207.14,1401395,106.56,377819,460.10
