Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,153.51,570616,98.94,12155,283.18
astar,true,150.78,572314,99.23,12155,254.44
bfs,true,118.07,570617,98.94,12155,278.11
dfs,true,38.27,229748,39.84,12155,156.23
wallFollower,true,79.32,705714,122.36,12155,208.55
dijkstra,false,206.83,631183,99.96,2561,257.09
astar,false,155.45,642715,101.78,2562,238.27
bfs,false,107.79,631183,99.96,2561,232.44
dfs,false,37.56,188984,29.93,12338,112.92
wallFollower,false,97.96,668291,105.84,181159,258.81
