Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1833.78,5762233,99.69,49517,2816.70
astar,true,1694.24,5766007,99.76,49517,2675.28
bfs,true,1249.03,5762234,99.69,49517,2236.32
dfs,true,410.60,2477563,42.86,49517,1884.72
wallFollower,true,772.24,6653078,115.11,49517,2113.22
dijkstra,false,3116.86,6327151,99.96,8043,2041.50
astar,false,1673.35,6442593,101.79,8046,1938.12
bfs,false,1088.98,6327151,99.96,8043,1891.48
dfs,false,228.23,1052942,16.63,38045,760.64
wallFollower,false,998.93,6699060,105.84,1831015,1945.71
