Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1862.278,929968,72.65,9549,1194.35
astar,true,2767.282,1251755,97.79,9549,803.70
bfs,true,1377.842,1260502,98.48,9549,1435.81
dfs,true,881.276,765472,59.80,9549,997.37
wallFollower,true,918.137,1037186,81.03,9549,1042.85
dijkstra,false,2238.120,817313,62.37,10716,1529.15
astar,false,4171.032,1270613,96.96,7190,925.82
bfs,false,1700.593,1284493,98.02,7190,1735.79
dfs,false,571.930,492398,37.58,16653,784.27
wallFollower,false,1659.705,1594118,121.65,96336,1490.49
