Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2232.666,1042432,52.12,11581,1914.83
astar,true,4239.240,1934900,96.75,11581,1255.01
bfs,true,2178.478,1954740,97.74,11581,1815.10
dfs,true,1175.825,1078666,53.93,11581,1537.12
wallFollower,true,1571.381,1853764,92.69,11581,1624.78
dijkstra,false,2625.268,909102,44.40,18091,2121.61
astar,false,7240.293,2001962,97.78,9097,1716.95
bfs,false,2747.647,2012806,98.31,9097,2701.17
dfs,false,1381.164,1138359,55.60,28124,1713.50
wallFollower,false,2133.815,2044203,99.84,161890,2227.93
