Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3128.569,1382348,46.06,15018,2229.53
astar,true,6564.730,2916929,97.19,15018,1536.07
bfs,true,3285.236,2939363,97.94,15018,2611.35
dfs,true,1655.529,1444867,48.14,15018,1705.97
wallFollower,true,2695.240,3127230,104.20,15018,2126.91
dijkstra,false,5119.635,1766136,57.48,22049,3933.65
astar,false,11044.524,3028716,98.57,12787,2312.92
bfs,false,3814.829,3038772,98.90,12787,3670.17
dfs,false,1799.170,1620398,52.74,34931,2268.80
wallFollower,false,3928.859,3626530,118.03,223236,3729.08
