Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,956.855,431516,51.07,7984,638.94
astar,true,1777.059,831013,98.34,7984,682.48
bfs,true,975.811,835223,98.84,7984,642.38
dfs,true,410.537,346261,40.98,7984,591.07
wallFollower,true,872.782,1004805,118.91,7984,790.64
dijkstra,false,1534.782,569390,65.82,9093,1062.20
astar,false,2773.209,834964,96.52,5718,639.07
bfs,false,1161.274,843541,97.51,5718,1021.75
dfs,false,605.467,482189,55.74,16438,777.83
wallFollower,false,1065.964,982277,113.54,68460,1041.81
