Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6531.686,3032956,63.12,19194,3955.99
astar,true,10795.113,4664504,97.08,19194,3481.40
bfs,true,5294.356,4693671,97.68,19194,4515.44
dfs,true,2903.914,2600091,54.11,19194,3300.14
wallFollower,true,3913.751,4428589,92.17,19194,3630.08
dijkstra,false,11832.584,3710303,75.42,27509,6215.39
astar,false,18857.393,4840610,98.40,15986,4346.24
bfs,false,6922.728,4859514,98.79,15986,6121.89
dfs,false,2508.504,2143138,43.57,51429,3349.84
wallFollower,false,4332.299,4018929,81.70,341241,4433.27
