Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1101.122,540598,55.16,7900,705.15
astar,true,2083.326,951842,97.13,7900,549.69
bfs,true,1080.764,960182,97.98,7900,966.86
dfs,true,593.823,518806,52.94,7900,788.83
wallFollower,true,827.704,929892,94.89,7900,858.83
dijkstra,false,1729.129,589194,58.73,10133,1162.06
astar,false,3267.926,983906,98.07,6621,698.65
bfs,false,1296.104,989622,98.64,6621,1216.45
dfs,false,565.264,462625,46.11,14464,637.02
wallFollower,false,1058.883,985139,98.19,76364,1096.46
