Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2712.452,1178734,34.87,15695,2512.57
astar,true,7198.495,3272391,96.82,15695,2172.97
bfs,true,3824.154,3297949,97.57,15695,3429.93
dfs,true,1684.030,1575819,46.62,15695,2211.89
wallFollower,true,3011.921,3623846,107.21,15695,3020.03
dijkstra,false,6393.245,2198450,63.53,25179,4145.31
astar,false,13049.479,3409998,98.54,12867,2876.87
bfs,false,5183.653,3422804,98.91,12867,4597.74
dfs,false,2592.816,1918722,55.45,36098,2738.76
wallFollower,false,3971.255,3385703,97.84,256029,3163.54
