Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2716.325,1257593,59.85,12070,1902.33
astar,true,4632.217,2029047,96.56,12070,1452.05
bfs,true,2327.588,2049583,97.54,12070,2197.54
dfs,true,1095.881,913270,43.46,12070,1607.12
wallFollower,true,2053.302,2387788,113.64,12070,1723.51
dijkstra,false,2025.214,714128,33.20,17368,1926.07
astar,false,7457.820,2108830,98.03,9987,1764.14
bfs,false,2902.901,2116656,98.40,9987,2327.78
dfs,false,942.059,874411,40.65,29466,1414.04
wallFollower,false,2563.282,2368299,110.10,154970,2443.39
