Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1037.804,457959,43.56,8181,864.99
astar,true,2164.202,1025125,97.51,8181,539.63
bfs,true,1167.129,1034097,98.37,8181,809.45
dfs,true,597.163,515313,49.02,8181,833.27
wallFollower,true,946.847,1079905,102.73,8181,926.63
dijkstra,false,1746.068,621502,57.75,11007,1182.20
astar,false,3606.958,1051316,97.69,6526,727.96
bfs,false,1407.354,1058705,98.38,6526,1360.61
dfs,false,784.756,632485,58.77,15493,971.45
wallFollower,false,1223.854,1205377,112.01,83097,1333.24
