Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3870.725,1597308,47.26,15932,2233.87
astar,true,9242.391,3305100,97.78,15932,2456.34
bfs,true,4204.019,3325618,98.39,15932,2033.65
dfs,true,1903.978,1438332,42.55,15932,1838.81
wallFollower,true,3969.549,3897925,115.32,15932,2387.48
dijkstra,false,5955.288,2326326,67.23,22381,2121.63
astar,false,11274.815,3415606,98.71,13124,1976.99
bfs,false,4495.220,3427708,99.06,13124,2567.29
dfs,false,2289.892,1658400,47.93,35657,1914.08
wallFollower,false,3385.903,3111002,89.90,267884,2340.18
