Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2678.078,1192297,56.74,12342,1778.87
astar,true,5399.736,2040416,97.10,12342,1872.85
bfs,true,2489.808,2056833,97.89,12342,1855.65
dfs,true,1400.925,1112055,52.92,12342,1353.24
wallFollower,true,1989.615,1990528,94.73,12342,1426.67
dijkstra,false,3545.559,1398973,65.03,15430,1684.18
astar,false,6514.416,2101741,97.70,9767,1192.03
bfs,false,2796.770,2114556,98.30,9767,1401.00
dfs,false,1226.474,970887,45.13,20050,920.38
wallFollower,false,2563.373,2414512,112.24,166220,1544.17
