Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5195.924,2312026,61.14,17091,2055.87
astar,true,10449.228,3712249,98.18,17091,1389.08
bfs,true,4528.768,3730722,98.66,17091,3617.86
dfs,true,2797.530,2165748,57.28,17091,2098.85
wallFollower,true,3310.944,3247436,85.88,17091,1729.92
dijkstra,false,4781.294,1873860,48.41,24877,2301.85
astar,false,12977.380,3818321,98.64,14302,2609.54
bfs,false,4874.987,3831076,98.97,14302,2894.08
dfs,false,2897.597,2283117,58.98,52234,2686.08
wallFollower,false,3762.855,3488390,90.12,281463,3483.23
