Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5055.908,1973410,46.93,18704,2863.46
astar,true,12357.898,4121325,98.01,18704,2289.68
bfs,true,5334.368,4140293,98.46,18704,2268.14
dfs,true,2813.876,2164355,51.47,18704,2611.59
wallFollower,true,4260.876,4099677,97.50,18704,2445.72
dijkstra,false,5742.955,2079047,48.29,27356,2440.34
astar,false,14735.722,4253490,98.80,15458,2766.63
bfs,false,5494.119,4264123,99.05,15458,2514.40
dfs,false,2943.312,2277897,52.91,46900,2453.02
wallFollower,false,5282.540,4867589,113.07,321873,2704.26
