Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,960.853,414544,42.30,7971,610.51
astar,true,2602.480,947345,96.67,7971,483.00
bfs,true,1155.858,957514,97.71,7971,769.45
dfs,true,628.646,528041,53.88,7971,594.81
wallFollower,true,862.525,911748,93.04,7971,677.09
dijkstra,false,1381.192,556582,55.48,10523,763.78
astar,false,3109.523,986644,98.34,6808,680.83
bfs,false,1238.835,991542,98.83,6808,869.73
dfs,false,787.322,651981,64.99,14320,636.05
wallFollower,false,1105.025,1129740,112.61,74062,831.63
