Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1284.561,562448,38.92,9609,842.10
astar,true,3631.798,1394765,96.52,9609,836.47
bfs,true,1717.922,1411934,97.71,9609,911.10
dfs,true,778.661,690973,47.82,9609,818.39
wallFollower,true,1352.739,1517200,105.00,9609,1026.08
dijkstra,false,1865.178,763698,51.63,17348,1060.34
astar,false,4226.970,1450645,98.06,8113,1132.11
bfs,false,1749.302,1456675,98.47,8113,972.00
dfs,false,769.921,627055,42.39,26634,832.76
wallFollower,false,1184.661,1222554,82.64,106122,1023.81
