Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2768.854,1144013,51.88,12694,1590.27
astar,true,6015.085,2162689,98.08,12694,909.90
bfs,true,2629.928,2173494,98.57,12694,1657.46
dfs,true,1056.621,915785,41.53,12694,1051.29
wallFollower,true,2357.529,2590664,117.49,12694,1274.94
dijkstra,false,4150.145,1506544,66.74,16417,1511.93
astar,false,6911.416,2193756,97.18,9451,1663.17
bfs,false,2623.848,2210751,97.93,9451,1532.34
dfs,false,1375.540,1188924,52.67,21107,1175.82
wallFollower,false,2212.764,2468746,109.36,167547,1350.93
